COG2957	E	Agmatine/peptidylarginine deiminase (Belongs to the agmatine deiminase family)	AguA			1VKP
COG2958	S	Uncharacterized conserved protein (L: Protein conserved in bacteria)			24710389	
COG2959	R	"Proteobacterial HemX domain, involved in 2-ketogluconate production (unrelated to B. subtilis HemX, COG0755, no evidence of involvement in heme biosynthesis) (H: enzyme of heme biosynthesis)"	HemX		26256849	
COG2960	H	Ubiquinone biosynthesis accessory factor UbiK (M: long-chain fatty acid transporting porin activity)	UbiK		28559279	
COG2961	J	23S rRNA A2030 N6-methylase RlmJ (Specifically methylates the adenine in position 2030 of 23S rRNA)	RlmJ	23S rRNA modification		2OO3
COG2962	R	"Membrane protein RarD, contains two EamA domains, drug/metabolite transporter family (E: Rard protein)"	RarD		26335199	
COG2963	X	Transposase InsE and inactivated derivatives (L: transposase activity)	InsE		23818957	2JN6
COG2964	K	"Predicted transcriptional regulator YheO, contains PAS and DNA-binding HTH domains (F: Protein conserved in bacteria)"	YheO			
COG2965	L	"Primosomal replication protein N (DNA replication, synthesis of RNA primer)"	PriB			2PNH
COG2966	S	"Uncharacterized membrane protein YjjP, DUF1212 family (H: Psort location CytoplasmicMembrane, score)"	YjjP			
COG2967	P	Uncharacterized conserved protein ApaG affecting Mg2+/Co2+ transport (ApaG domain)	ApaG			1TZA
COG2968	S	"Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain (P: Membrane)"	YggE			4HVZ
COG2969	O	"Stringent starvation protein B, binds SsrA peptide (positive regulation of protein catabolic process)"	SspB			1OU8
COG2971	G	"BadF-type ATPase, related to human N-acetylglucosamine kinase (BadF BadG BcrA BcrD)"	BadF		17954692;12761179;12761179	
COG2972	T	Sensor histidine kinase YesM (Histidine kinase)	YesM			
COG2973	K	Trp operon repressor (This protein is an aporepressor. When complexed with L- tryptophan it binds the operator region of the trp operon (5'- ACTAGT-'3') and prevents the initiation of transcription. The complex also regulates trp repressor biosynthesis by binding to its regulatory region)	TrpR			1CO0
COG2974	L	DNA recombination-dependent growth factor RdgC (May be involved in recombination)	RdgC			2OWL
COG2975	O	Fe-S-cluster formation regulator IscX/YfhJ (iron-sulfur cluster assembly)	IscX		16698547	1UJ8
COG2976	T	"Putative negative regulator of RcsB-dependent stress response, UPF0070 family (CO: Protein conserved in bacteria)"	YfgM		23091052	
COG2977	Q	4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis) (Belongs to the P-Pant transferase superfamily)	EntD			4QJK
COG2978	H	p-Aminobenzoyl-glutamate transporter AbgT (secondary active p-aminobenzoyl-glutamate transmembrane transporter activity)	AbgT		17307853	4R0C
COG2979	S	"Uncharacterized membrane protein YebE, DUF533 family (T: Protein of unknown function (DUF533))"	YebE			
COG2980	M	"Outer membrane lipoprotein LptE/RlpB (LPS assembly) (Together with LptD, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane. Required for the proper assembly of LptD. Binds LPS and may serve as the LPS recognition site at the outer membrane)"	LptE			2JXP
COG2981	EP	"Sulfate transporter CysZ (E: High affinity, high specificity proton-dependent sulfate transporter, which mediates sulfate uptake. Provides the sulfur source for the cysteine synthesis pathway)"	CysZ		24657232	3TX3
COG2982	M	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis (Protein involved in outer membrane biogenesis)	AsmA			
COG2983	R	"Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family (Belongs to the UPF0260 family)"	YcgN			
COG2984	R	"ABC-type uncharacterized transport system, periplasmic component (T: ABC transporter substrate binding protein)"				3LFT
COG2985	R	"Uncharacterized membrane protein YbjL, putative transporter (P: domain, Protein)"	YbjL			
COG2986	E	Histidine ammonia-lyase	HutH			1B8F
COG2987	E	Urocanate hydratase (Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate)	HutU			1UWK
COG2988	E	Succinylglutamate desuccinylase (succinylglutamate desuccinylase activity)	AstE			1YW4
COG2989	M	"Murein L,D-transpeptidase YcbB/YkuD (T: Protein conserved in bacteria)"	YcbB		18456808	6NTW
COG2990	S	"Outer membrane protein VirK/YbjX involved in antimicrobial peptide resistance, DUF535 family (G: Protein conserved in bacteria)"	VirK			
COG2991	CO	Na+-NQR maturation protein NqrM (H: Protein conserved in bacteria)	NqrM	Na+-translocating NADH dehydrogenase	26644436	
COG2992	R	Uncharacterized FlgJ-related protein (P: FlgJ-related protein)	Bax			
COG2993	C	"Cbb3-type cytochrome oxidase, cytochrome c subunit FixO (Cytochrome C oxidase, mono-heme subunit/FixO)"	CcoO			3MK7
COG2994	O	ACP:hemolysin acyltransferase (hemolysin-activating protein) (toxin metabolic process)	HlyC		23319881	
COG2995	M	Intermembrane transporter PqiABC subunit PqiA (Q: paraquat-inducible protein a)	PqiA		27795327	
COG2996	R	"Predicted RNA-binding protein YitL, contains S1 domains, virulence factor B family (J: Protein conserved in bacteria)"	CvfB			3GO5
COG2998	P	"ABC-type tungstate transport system, permease component TupA (H: abc-type tungstate transport system, permease component)"	TupB			
COG2999	O	Glutaredoxin 2 (glutathione oxidoreductase activity)	GrxB			1G7O
COG3000	I	"Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (fatty acid hydroxylase)"	ERG3			4ZR0
COG3001	G	Fructosamine-3-kinase (Fructosamine kinase)	FN3K			3F7W
COG3002	C	"Na+-translocating membrane potential-generating system subunit MpsB, UPF0753/DUF2309 family (P: Belongs to the UPF0753 family)"	MpsB		21467222;25448817	
COG3004	CP	Na+/H+ antiporter NhaA (P: Na( ) H( ) antiporter that extrudes sodium in exchange for external protons)	NhaA		25746996	1ZCD
COG3005	C	Tetraheme cytochrome c subunit NapC of nitrate or TMAO reductase (denitrification pathway)	NapC			
COG3006	D	"Chromosome condensin MukBEF, kleisin-like MukF subunit (Involved in chromosome condensation, segregation and cell cycle progression. May participate in facilitating chromosome segregation by condensation DNA from both sides of a centrally located replisome during cell division. Not required for mini-F plasmid partitioning. Probably acts via its interaction with MukB and MukE. Overexpression results in anucleate cells. It has a calcium binding activity)"	MukF			1T98
COG3007	I	Trans-2-enoyl-CoA reductase (enoyl-[acyl-carrier-protein] reductase (NADH) activity)				3S8M
COG3008	M	Intermembrane transporter PqiABC subunit PqiB (Q: intermembrane lipid transfer)	PqiB		27795327;28819315	5UVN
COG3009	M	Intermembrane transporter PqiABC lipoprotein subunit PqiC (Q: Protein conserved in bacteria)	PqiC		27795327	6OSX
COG3010	G	Putative N-acetylmannosamine-6-phosphate epimerase (Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N-acetylglucosamine-6-phosphate (GlcNAc-6-P))	NanE			1Y0E
COG3011	R	"Predicted thiol-disulfide oxidoreductase YuxK, DCC family (CH: Protein conserved in bacteria)"	YuxK		15236740	
COG3012	S	"Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains (U: SEC-C Motif Domain Protein)"	YchJ			2I9W
COG3013	S	"Uncharacterized conserved protein YfbU, UPF0304 family (Belongs to the UPF0304 family)"	YfbU			1WPB
COG3014	S	Uncharacterized conserved protein (T: cysteine-type peptidase activity)				
COG3015	MV	Uncharacterized lipoprotein NlpE involved in copper resistance (MP: lipoprotein NlpE involved in copper resistance)	CutF			2Z4H
COG3016	R	Putative heme-binding protein PhuW (O: Iron-regulated protein)	PhuW		16950397	2G5G
COG3017	M	"Outer membrane lipoprotein LolB, involved in outer membrane biogenesis (Plays a critical role in the incorporation of lipoproteins in the outer membrane after they are released by the LolA protein)"	LolB			1IWM
COG3018	N	"Flagellar basal body lipoprotein FlgP, LPP20 family (U: chlorophyll binding)"	FlgP		17041040;19592588;30559113	
COG3019	S	"Uncharacterized metal-binding protein, DUF411 family (metal-binding protein)"				
COG3021	R	"Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily (O: interspecies interaction between organisms)"	YafD			
COG3022	L	DNA-binding protein YaaA associated with the oxidative stress response (response to hydroperoxide)	YaaA		21378183;32796037	5CAJ
COG3023	M	N-acetyl-anhydromuramyl-L-alanine amidase AmpD (V: N-Acetylmuramoyl-L-alanine amidase)	AmpD			2Y28
COG3024	L	"Endogenous inhibitor of DNA gyrase, YacG/DUF329 family (H: Inhibits all the catalytic activities of DNA gyrase by preventing its interaction with DNA. Acts by binding directly to the C-terminal domain of GyrB, which probably disrupts DNA binding by the gyrase)"	YacG		18586829	1LV3
COG3025	P	"Inorganic triphosphatase YgiF, contains CYTH and CHAD domains (triphosphatase activity)"	PPPi		22984449	5A60
COG3026	T	"RseB, negative regulator of sigma E activity (antisigma factor binding)"	RseB			2P4B
COG3027	D	"Cell division protein ZapA, inhibits GTPase activity of FtsZ (Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division)"	ZapA			1T3U
COG3028	J	"Ribosomal 50S subunit-associated protein YjgA, DUF615 family (Belongs to the UPF0307 family)"	YjgA		16980477	2P0T
COG3029	C	Fumarate reductase subunit C (Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane)	FrdC			4KX6
COG3030	R	"FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family (protein affecting phage T7 exclusion by the F plasmid)"	FxsA			
COG3031	U	"Type II secretory pathway, component PulC (protein transport across the cell outer membrane)"	PulC			2LNV
COG3033	E	Tryptophanase (Beta-eliminating lyase)	TnaA			1AX4
COG3034	M	"Murein L,D-transpeptidase YafK (peptidoglycan biosynthetic process)"	YafK			4XZZ
COG3036	J	Stalled ribosome alternative rescue factor ArfA (rescue of stalled ribosome)	ArfA			
COG3037	G	Ascorbate-specific PTS system IIC component UlaA (sugar-specific permease SgaT UlaA)	UlaA			4RP8
COG3038	C	Cytochrome b561	CybB			5OC0
COG3039	X	"Transposase and inactivated derivatives, IS5 family (L: Transposase)"	IS5			
COG3040	M	Bacterial lipocalin Blc (lipid binding)	Blc			1QWD
COG3041	JV	"mRNA-degrading endonuclease YafQ (mRNA interferase), toxin component of the YafQ-DinJ toxin-antitoxin module (C: Addiction module toxin RelE StbE family)"	YafQ			4MMG
COG3042	R	Putative hemolysin (O: response to heat)	Hlx			
COG3043	CP	Nitrate reductase cytochrome c-type subunit NapB (C: anaerobic respiration)	NapB			1JNI
COG3044	R	Predicted ATPase of the ABC class (H: ATPase of the ABC class)				4YIX
COG3045	T	Periplasmic catabolite regulation protein CreA (function unknown) (CreA protein)	CreA			
COG3046	R	Uncharacterized conserved protein related to deoxyribodipyrimidine photolyase (protein related to deoxyribodipyrimidine photolyase)				3ZXS
COG3047	M	Outer membrane protein OmpW (cAMP biosynthetic process)	OmpW			2F1T
COG3048	E	D-serine dehydratase (D-serine ammonia-lyase activity)	DsdA			3R0Z
COG3049	MR	"Penicillin V acylase or related amidase, Ntn superfamily (M: Linear amide C-N hydrolases, choloylglycine hydrolase family)"	YxeI			2BJF
COG3050	L	"DNA polymerase III, psi subunit (DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The exact function of the psi subunit is)"	HolD			3SXU
COG3051	C	"Citrate lyase, alpha subunit (citrate lyase alpha subunit)"	CitF			1XR4
COG3052	C	Acyl-carrier protein (citrate lyase gamma subunit) (prosthetic group binding)	CitD			
COG3053	C	Citrate lyase synthetase CitC (H: Acetylation of prosthetic group (2-(5''-phosphoribosyl)- 3'-dephosphocoenzyme-A) of the gamma subunit of citrate lyase)	CitC			
COG3054	R	Predicted transcriptional regulator YtfJ (Bacterial protein of unknown function (YtfJ_HI0045))	YtfJ			
COG3055	M	"N-acetylneuraminic acid mutarotase (G: Converts alpha-N-acetylneuranimic acid (Neu5Ac) to the beta-anomer, accelerating the equilibrium between the alpha- and beta-anomers. Probably facilitates sialidase-negative bacteria to compete sucessfully for limited amounts of extracellular Neu5Ac, which is likely taken up in the beta-anomer. In addition, the rapid removal of sialic acid from solution might be advantageous to the bacterium to damp down host responses)"	NanM		18063573	2UVK
COG3056	S	Uncharacterized lipoprotein YajG (M: Lipoprotein)	YajG			
COG3057	L	"Negative regulator of replication initiation SeqA (Negative regulator of replication initiation, which contributes to regulation of DNA replication and ensures that replication initiation occurs exactly once per chromosome per cell cycle. Binds to pairs of hemimethylated GATC sequences in the oriC region, thus preventing assembly of replication proteins and re- initiation at newly replicated origins. Repression is relieved when the region becomes fully methylated)"	SeqA			3FMT
COG3058	CO	Formate dehydrogenase maturation protein FdhE (O: Necessary for formate dehydrogenase activity)	FdhE			2FIY
COG3059	V	"Reactive chlorine resistance protein RclC/YkgB, DUF417 family (membrane)"	YkgB		24078635	
COG3060	KE	"Transcriptional regulator MetJ (met regulon) (K: This regulatory protein, when combined with SAM (S- adenosylmethionine) represses the expression of the methionine regulon and of enzymes involved in SAM synthesis)"	MetJ			1CMA
COG3061	D	Cell division protein YtfB/OapA (opacity-associated protein A) (M: Opacity-associated protein A)	OapA		29686141	
COG3062	O	Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB (P: negative regulation of establishment of protein localization)	NapD		24314029	2JSX
COG3063	NW	Type IV pilus assembly protein PilF/PilW (NU: Type IV pilus biogenesis stability protein PilW)	PilF		16403447	2VQ2
COG3064	M	Membrane protein TolA involved in colicin uptake (Membrane)	TolA			1S62
COG3065	M	Starvation-inducible outer membrane lipoprotein Slp (identical protein binding)	Slp			
COG3066	L	DNA mismatch repair protein MutH (DNA modification)	MutH			1AZO
COG3067	CP	Na+/H+ antiporter NhaB (P: Na( ) H( ) antiporter that extrudes sodium in exchange for external protons)	NhaB			
COG3068	S	"Uncharacterized conserved protein YjaG, DUF416 family (J: Protein conserved in bacteria)"	YjaG			2Q9R
COG3069	C	C4-dicarboxylate transporter DcuC (C4-dicarboxylate transmembrane transporter activity)	DcuC			
COG3070	K	"Transcriptional regulator of competence genes, TfoX/Sxy family (regulator of competence-specific genes)"	TfoX			2OD0
COG3071	S	"Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY) (H: HemY protein)"	HemYx			
COG3072	T	"Adenylate cyclase, class I (F: Adenylate cyclase)"	CyaA			
COG3073	T	"RseA, negative regulator of sigma E activity (An anti-sigma factor for extracytoplasmic function (ECF) sigma factor sigma-E (RpoE). ECF sigma factors are held in an inactive form by an anti-sigma factor until released by regulated intramembrane proteolysis (RIP). RIP occurs when an extracytoplasmic signal triggers a concerted proteolytic cascade to transmit information and elicit cellular responses. The membrane-spanning regulatory substrate protein is first cut periplasmically (site-1 protease, S1P, DegS), then within the membrane itself (site-2 protease, S2P, RseP), while cytoplasmic proteases finish degrading the anti-sigma factor, liberating sigma-E)"	RseA			1OR7
COG3074	D	"Cell division protein ZapB, interacts with FtsZ (FtsZ-dependent cytokinesis)"	ZapB			2JEE
COG3075	E	Anaerobic glycerol-3-phosphate dehydrogenase (C: Conversion of glycerol 3-phosphate to dihydroxyacetone. Uses fumarate or nitrate as electron acceptor)	GlpB			
COG3076	J	Regulator of RNase E activity RraB (Globally modulates RNA abundance by binding to RNase E (Rne) and regulating its endonucleolytic activity. Can modulate Rne action in a substrate-dependent manner by altering the composition of the degradosome)	RraB			1NXI
COG3077	V	"Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module (L: Addiction module antitoxin, RelB DinJ family)"	RelB			4ML0
COG3078	J	"Ribosome assembly protein YihI, activator of Der GTPase (P: GTPase activator activity)"	YihI		20434458	
COG3079	S	"Uncharacterized conserved protein YgfB, UPF0149 family (Belongs to the UPF0149 family)"	YgfB			1IZM
COG3080	C	Fumarate reductase subunit D (Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane)	FrdD			1KF6
COG3081	L	dsDNA-binding nucleoid-associated protein YejK/NdpA (Nucleoid-associated protein)	NdpA		24043617	
COG3082	S	"Uncharacterized conserved protein YejL, UPF0352 family (Protein of unknown function (DUF1414))"	YejL			2JPQ
COG3083	MT	"Periplasmic protein PbgA/YejM, regulator of the LPS biosynthesis, AlkP superfamily (T: sulfuric ester hydrolase activity)"	YejM		31611279;32291302;32540932	5I5D
COG3084	S	"Uncharacterized conserved protein YihD, DUF1040 family (Protein conserved in bacteria)"	YihD			2KO6
COG3085	S	"Uncharacterized conserved protein YifE, UPF0438 family (L: chromosome segregation)"	YifE			
COG3086	T	"RseC, positive regulator of sigma E activity (response to oxidative stress)"	RseC			
COG3087	D	Cell division protein FtsN (Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides)	FtsN			1UTA
COG3088	CO	Cytochrome c-type biogenesis protein CcmH/NrfF (O: subunit of a heme lyase)	NrfF			2HL7
COG3089	S	"Uncharacterized conserved protein YheU, UPF0270 family (Belongs to the UPF0270 family)"	YheU			1Y0N
COG3090	G	"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (Trap-type c4-dicarboxylate transport system, small permease component)"	DctM			
COG3091	R	"Predicted Zn-dependent metalloprotease, SprT family (K: SprT-like family)"	SprT			
COG3092	S	"Uncharacterized membrane protein YfbV, UPF0208 family (negative regulation of chromosome organization)"	YfbV			
COG3093	V	"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (K: addiction module antidote protein HigA)"	VapI			4MCT
COG3094	S	"Uncharacterized membrane protein SirB2 (Invasion gene expression up-regulator, SirB)"	SirB2			
COG3095	D	"Chromosome condensin MukBEF, MukE localization factor (Involved in chromosome condensation, segregation and cell cycle progression. May participate in facilitating chromosome segregation by condensation DNA from both sides of a centrally located replisome during cell division. Probably acts via its interaction with MukB and MukF)"	MukE			3RPU
COG3096	D	"Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB (Plays a central role in chromosome condensation, segregation and cell cycle progression. Functions as a homodimer, which is essential for chromosome partition. Involved in negative DNA supercoiling in vivo, and by this means organize and compact chromosomes. May achieve or facilitate chromosome segregation by condensation DNA from both sides of a centrally located replisome during cell division)"	MukB			1QHL
COG3097	S	"Uncharacterized conserved protein YqfB, UPF0267 family (H: Belongs to the UPF0267 family)"	YqfB			1TE7
COG3098	S	"Uncharacterized conserved protein YqcC, DUF446 family (V: single-species biofilm formation)"	YqcC			2HGK
COG3099	S	"Uncharacterized conserved protein YciU, UPF0263 family (Belongs to the UPF0263 family)"	YciU			1NNV
COG3100	S	"Uncharacterized conserved protein YcgL, UPF0745 family (YcgL domain-containing protein)"	YcgL		17221885	2H7A
COG3101	J	Elongation factor P hydroxylase EpmC (EF-P beta-lysylation pathway) (peptidyl-lysine hydroxylation)	EpmC			3WTR
COG3102	R	"Uncharacterized conserved protein YecM, predicted metalloenzyme (A: Protein conserved in bacteria)"	YecM		12660999	1K4N
COG3103	R	"Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family (T: Sh3 type 3 domain protein)"	YgiM			2KQ8
COG3104	E	Dipeptide/tripeptide permease (oligopeptide transport)	PTR2			2XUT
COG3105	S	"Uncharacterized membrane-anchored protein YhcB, DUF1043 family (Protein conserved in bacteria)"	YhcB			
COG3106	T	"Ras-like GTP-binding stress-induced protein YcjX,  DUF463 family (COG3106 Predicted ATPase)"	YcjX		31202886	6NZ4
COG3107	M	"Outer membrane lipoprotein LpoA, binds and activates PBP1a (peptidoglycan biosynthetic process)"	LpoA		21183074	2MHK
COG3108	S	"Uncharacterized conserved protein YcbK, DUF882 family (M: Peptidase M15)"	YcbK			
COG3109	T	"sRNA-binding protein ProQ (RNA chaperone with significant RNA binding, RNA strand exchange and RNA duplexing activities)"	ProQ			1DVO
COG3110	S	"Uncharacterized conserved protein YccT, UPF0319 family (Uncharacterized protein conserved in bacteria (DUF2057))"	YccT			
COG3111	S	"Predicted periplasmic protein YdeI with OB-fold, BOF family (Q: PFAM Bacterial OB fold (BOF) protein)"	YdeI		15178340	1NNX
COG3112	S	"Uncharacterized conserved protein YacL, UPF0231 family (Uncharacterised protein family (UPF0231))"	YacL			
COG3113	M	"Binding protein subunit MlaB of the ABC-type intermembrane phospholipid transporter Mla, contains STAS domain (Q: response to antibiotic)"	MlaB			
COG3114	U	Heme exporter protein D (Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes)	CcmD			
COG3115	D	"Cell division protein ZipA, interacts with FtsZ (cell septum assembly)"	ZipA			1F46
COG3116	D	"Cell division protein FtsL, interacts with FtsB and FtsQ (cell division)"	FtsL			
COG3117	M	Lipopolysaccharide export system protein LptC (P: lipopolysaccharide transmembrane transporter activity)	YrbK			3MY2
COG3118	O	"Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family (belongs to the thioredoxin family)"	CnoX		21498507;29754824	3QDN
COG3119	P	"Arylsulfatase A or related enzyme, AlkP superfamily (arylsulfatase activity)"	AslA			1E1Z
COG3120	L	"Macrodomain Ter protein organizer, MatP/YcbG family (D: sequence-specific DNA binding)"	MatP			3VEA
COG3121	W	"P pilus assembly protein, chaperone PapD (NU: Chaperone)"	FimC			1BF8
COG3122	S	"Uncharacterized conserved protein YaiL, DUF2058 family (Protein conserved in bacteria)"	YaiL			
COG3123	F	"Pyrimidine/purine nucleoside phosphorylase YaiE/PpnP, UPF0345/DUF1255 family (guanosine phosphorylase activity)"	PpnP		27941785	2OYZ
COG3124	I	Acyl carrier protein phosphodiesterase (Converts holo-ACP to apo-ACP by hydrolytic cleavage of the phosphopantetheine prosthetic group from ACP)	AcpH		16107329	
COG3125	C	"Heme/copper-type cytochrome/quinol oxidase, subunit 4 (oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor)"	CyoD			
COG3126	S	Uncharacterized lipoprotein YbaY (MP: Type III secretion system lipoprotein chaperone (YscW))	YbaY			5WEC
COG3127	Q	"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component (ABC-type transport system involved in lysophospholipase L1, biosynthesis, permease component)"	YbbP			
COG3128	R	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX (O: pkhd-type hydroxylase)	PiuC			3DKQ
COG3129	J	23S rRNA A1618 N6-methylase RlmF (Specifically methylates the adenine in position 1618 of 23S rRNA)	RlmF	23S rRNA modification	18021804	2H00
COG3130	J	Ribosome modulation factor (regulation of translation)	Rmf			2JRM
COG3131	M	Periplasmic glucan biosynthesis protein OpgG (P: Involved in the biosynthesis of osmoregulated periplasmic glucans (OPGs))	MdoG			1TXK
COG3132	S	"Uncharacterized conserved protein YceH, UPF0502 family (Q: Protein of unknown function, DUF480)"	YceH			3BZ6
COG3133	M	Outer membrane lipoprotein SlyB (Outer membrane lipoprotein)	SlyB			
COG3134	S	"Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain (I: Outer membrane lipoprotein)"	YcfJ			
COG3135	Q	Predicted benzoate:H+ symporter BenE (benzoate transporter)	BenE			
COG3136	S	"Dual-topology membrane protein YdgC, GlpM family (membrane protein required for alginate biosynthesis)"	GlpM		7642508;16429150	
COG3137	M	Putative salt-induced outer membrane protein YdiY (Salt-induced outer membrane protein)	YdiY			
COG3138	E	Arginine/ornithine N-succinyltransferase beta subunit (arginine N-succinyltransferase)	AstA			1YLE
COG3139	S	"Uncharacterized conserved protein YeaC, DUF1315 family (Protein of unknown function (DUF1315))"	yeaC			
COG3140	S	"Uncharacterized conserved protein YoaH, UPF0181 family (Belongs to the UPF0181 family)"	yoaH		20729861;23239623;22706199	
COG3141	L	"dsDNA-binding SOS-regulon protein YebG, induction by DNA damage requires cAMP (response to X-ray)"	YebG		9368369;21697094	3ERM
COG3142	P	Copper homeostasis protein CutC (Participates in the control of copper homeostasis)	CutC			1TWD
COG3143	NT	"Phosphoaspartate phosphatase CheZ, dephosphorylates CheY~P (Plays an important role in bacterial chemotaxis signal transduction pathway by accelerating the dephosphorylation of phosphorylated CheY (CheY-P))"	CheZ			1KMI
COG3144	N	Flagellar hook-length control protein FliK (bacterial-type flagellum assembly)	FliK			2RRL
COG3145	L	Alkylated DNA repair dioxygenase AlkB (DNA-N1-methyladenine dioxygenase activity)	AlkB			3KHC
COG3146	R	Predicted N-acyltransferase (E: Protein conserved in bacteria)				
COG3147	D	Cell division protein DedD (periplasmic protein involved in septation) (C: Non-essential cell division protein that could be required for efficient cell constriction)	DedD			
COG3148	J	"tRNA U47 aminocarboxypropyltransferaseTapT/TuaA/ YfiP, DTW domain (PFAM DTW domain containing protein)"	TapT		31804502;31863583	
COG3149	U	"Type II secretory pathway, component PulM (Involved in a type II secretion system (T2SS, formerly general secretion pathway, GSP) for the export of proteins)"	PulM			1UV7
COG3150	R	"Predicted esterase YcpF, UPF0227 family (G: esterase)"	YcfP			4FLE
COG3151	S	"Uncharacterized conserved protein YqiB, DUF1249 family (L: Protein conserved in bacteria)"	yqiB			
COG3152	S	"Uncharacterized membrane protein YhaH, DUF805 family (L: Membrane)"	yhaH			
COG3153	R	Predicted N-acetyltransferase YhbS (IQ: acetyltransferase)	yhbS			4ZBG
COG3154	H	"Ubiquinone biosynthesis accessory factor UbiT, lipid carrier SCP2 domain (I: lipid carrier protein)"	UbiT		31289180	1C44
COG3155	V	"Glyoxalase ElbB, DJ-1 superfamily (Q: Displays glyoxalase activity, catalyzing the conversion of glyoxal to glycolate)"	ElbB		26678554	1VHQ
COG3156	U	"Type II secretory pathway, component PulK (type II secretion system protein K)"	PulK			5VTM
COG3157	U	"Type VI protein secretion system component Hcp (secreted cytotoxin) (F: Type VI secretion system effector, Hcp)"	Hcp			1Y12
COG3158	P	K+ uptake protein Kup (transport of potassium into the cell)	Kup			
COG3159	S	"Uncharacterized conserved protein YigA, DUF484 family (O: Protein conserved in bacteria)"	YigA			3E98
COG3160	K	Regulator of sigma D (Binds RpoD and negatively regulates RpoD-mediated transcription activation by preventing the interaction between the primary sigma factor RpoD with the catalytic core of the RNA polymerase and with promoter DNA. May be involved in replacement of the RNA polymerase sigma subunit from RpoD to RpoS during the transition from exponential growth to the stationary phase)	Rsd			2P7V
COG3161	H	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase) (chorismate lyase activity)	UbiC	Ubiquinone biosynthesis		1FW9
COG3162	S	"Uncharacterized membrane protein, DUF485 family (KT: membrane)"	YjcH			
COG3164	S	"Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains (D: Protein of unknown function)"	YhdR			
COG3165	H	"Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain (ubiquinone biosynthetic process from chorismate)"	UbiJ		24142253;28559279	
COG3166	NW	Type IV pilus assembly protein PilN (NU: PFAM Fimbrial assembly family protein)	PilN			
COG3167	NW	Type IV pilus assembly protein PilO (NU: carbon utilization)	PilO			2RJZ
COG3168	NW	"Type IV pilus assembly protein PilP (NU: Pilus assembly protein, PilP)"	PilP			2IVW
COG3169	S	"Uncharacterized membrane protein, DMT/DUF486 family (Protein conserved in bacteria)"			21873409	
COG3170	NW	Type IV pilus assembly protein FimV (NU: Tfp pilus assembly protein FimV)	FimV			
COG3171	S	"Uncharacterized conserved protein YggL, DUF469 family (Protein conserved in bacteria)"	YggL			
COG3172	H	Nicotinamide riboside kinase (ATPase kinase involved in NAD metabolism)	NadR3	NAD biosynthesis		1LW7
COG3173	R	"Predicted  kinase, aminoglycoside phosphotransferase (APT) family (K: Aminoglycoside phosphotransferase)"	YcbJ			
COG3174	P	"Membrane component of predicted Mg2+ transport system, contains DUF4010 domain (membrane)"	MgtC			
COG3175	CO	"Cytochrome c oxidase assembly protein Cox11 (O: Exerts its effect at some terminal stage of cytochrome c oxidase synthesis, probably by being involved in the insertion of the copper B into subunit I)"	COX11			1SO9
COG3176	R	Putative hemolysin (E: hemolysin)				
COG3177	K	Fic family protein (D: Filamentation induced by cAMP protein fic)				3CUC
COG3178	R	"Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family (JM: Phosphotransferase)"				
